Status,Characteristic,Shape,"Part number (#:Packing code)","L size","W size","T size","Temperature   characteristics","Rated   voltage",Capacitance,"Tolerance   of   capacitance",Notes
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E130GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,13pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E130JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,13pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E150GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,15pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E150JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,15pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E160GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,16pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E160JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,16pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E180GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,18pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E180JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,18pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E1R0BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,1.0pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E1R0CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,1.0pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E1R1BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,1.1pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E1R1CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,1.1pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E1R2BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,1.2pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E1R2CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,1.2pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E1R3BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,1.3pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E1R3CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,1.3pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E1R5BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,1.5pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E1R5CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,1.5pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E1R6BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,1.6pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E1R6CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,1.6pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E1R8BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,1.8pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E1R8CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,1.8pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E200GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,20pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E200JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,20pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E220GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,22pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E220JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,22pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E240GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,24pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E240JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,24pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E270GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,27pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E270JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,27pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E2R0BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,2.0pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E2R0CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,2.0pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E2R2BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,2.2pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E2R2CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,2.2pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E2R4BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,2.4pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E2R4CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,2.4pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E2R7BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,2.7pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E2R7CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,2.7pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E300GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,30pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E300JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,30pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E330GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,33pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E330JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,33pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E360GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,36pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E360JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,36pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E390GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,39pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E390JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,39pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R0BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.0pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R0CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.0pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R3BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.3pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R3CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.3pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R6BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.6pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R6CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.6pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R9BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.9pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E3R9CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,3.9pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E430GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,43pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E430JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,43pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E470GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,47pF,±2%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E470JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,47pF,±5%,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R0BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.0pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R0CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.0pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R3BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.3pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R3CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.3pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R7BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.7pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E4R7CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,4.7pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R0BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.0pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R0CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.0pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R1CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.1pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R1DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.1pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R6CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.6pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E5R6DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,5.6pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E6R0CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,6.0pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E6R0DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,6.0pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E6R2CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,6.2pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E6R2DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,6.2pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E6R8CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,6.8pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E6R8DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,6.8pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E7R0CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,7.0pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E7R0DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,7.0pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E7R5CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,7.5pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E7R5DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,7.5pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E8R0CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,8.0pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E8R0DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,8.0pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E8R2CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,8.2pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E8R2DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,8.2pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E9R0CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,9.0pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E9R0DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,9.0pF,±0.5pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E9R1CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,9.1pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering	Flow soldering",SMD,GQM1875C2E9R1DB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","C0G (EIA)",250Vdc,9.1pF,±0.5pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E100GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,10pF,±2%,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E100JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,10pF,±5%,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E110GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,11pF,±2%,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E110JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,11pF,±5%,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E120GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,12pF,±2%,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E120JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,12pF,±5%,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E130GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,13pF,±2%,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E130JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,13pF,±5%,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E150GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,15pF,±2%,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E150JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,15pF,±5%,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E160GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,16pF,±2%,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E160JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,16pF,±5%,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E180GB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,18pF,±2%,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E180JB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,18pF,±5%,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E1R0BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,1.0pF,±0.1pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E1R0CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,1.0pF,±0.25pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E1R1BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,1.1pF,±0.1pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E1R1CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,1.1pF,±0.25pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E1R2BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,1.2pF,±0.1pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E1R2CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,1.2pF,±0.25pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E1R3BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,1.3pF,±0.1pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E1R3CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,1.3pF,±0.25pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E1R5BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,1.5pF,±0.1pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E1R5CB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,1.5pF,±0.25pF,
"In Production","Up to 150°C	General	Low dissipation/High Q	Reflow soldering",SMD,GQM1875G2E1R6BB12#,"1.6 ±0.15mm","0.8 ±0.15mm","0.7 ±0.1mm","X8G (MURATA)",250Vdc,1.6pF,±0.1pF,
