Status,Characteristic,Shape,"Part number (#:Packing code)","L size","W size","T size","Temperature   characteristics","Rated   voltage",Capacitance,"Tolerance   of   capacitance",Notes
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R7CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.7pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R7WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.7pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R8BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.8pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R8CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.8pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R8WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.8pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R9BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.9pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R9CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.9pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E7R9WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,7.9pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R0BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.0pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R0CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.0pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R0WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.0pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R1BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.1pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R1CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.1pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R1WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.1pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R2BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.2pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R2CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.2pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R2WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.2pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R3BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.3pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R3CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.3pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R3WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.3pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R4BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.4pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R4CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.4pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R4WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.4pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R5BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.5pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R5CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.5pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R5WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.5pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R6BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.6pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R6CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.6pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R6WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.6pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R7BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.7pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R7CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.7pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R7WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.7pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R8BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.8pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R8CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.8pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R8WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.8pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R9BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.9pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R9CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.9pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E8R9WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,8.9pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R0BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.0pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R0CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.0pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R0WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.0pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R1BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.1pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R1CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.1pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R1WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.1pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R2BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.2pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R2CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.2pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R2WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.2pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R3BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.3pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R3CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.3pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R3WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.3pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R4BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.4pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R4CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.4pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R4WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.4pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R5BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.5pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R5CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.5pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R5WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.5pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R6BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.6pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R6CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.6pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R6WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.6pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R7BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.7pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R7CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.7pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R7WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.7pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R8BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.8pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R8CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.8pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R8WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.8pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R9BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.9pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R9CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.9pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0222C1E9R9WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CH (JIS)",25Vdc,9.9pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R1BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.1pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R1CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.1pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R1WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.1pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R2BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.2pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R2CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.2pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R2WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.2pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R3BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.3pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R3CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.3pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R3WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.3pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R4BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.4pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R4CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.4pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R4WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.4pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R5BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.5pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R5CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.5pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R5WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.5pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R6BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.6pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R6CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.6pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R6WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.6pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R7BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.7pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R7CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.7pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R7WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.7pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R8BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.8pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R8CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.8pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R8WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.8pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R9BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.9pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R9CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.9pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C2R9WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,2.9pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C3R0BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,3.0pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C3R0CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,3.0pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C3R0WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,3.0pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C3R1BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,3.1pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C3R1CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,3.1pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C3R1WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,3.1pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C3R2BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,3.2pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C3R2CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,3.2pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C3R2WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,3.2pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C3R3BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,3.3pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C3R3CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,3.3pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C3R3WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,3.3pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C3R4BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,3.4pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C3R4CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,3.4pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C3R4WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,3.4pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C3R5BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,3.5pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C3R5CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,3.5pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C3R5WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,3.5pF,±0.05pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C3R6BB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,3.6pF,±0.1pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C3R6CB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,3.6pF,±0.25pF,
"In Production","Up to 125°C	General	Low dissipation/High Q	Reflow soldering",SMD,GJM0223C1C3R6WB01#,"0.4 ±0.02mm","0.2 ±0.02mm","0.2 ±0.02mm","CJ (JIS)",16Vdc,3.6pF,±0.05pF,
